ID,Test Class,Status,Duration (ms),Duration (s),Start Time,End Time,Browser,Environment,Tested By,Error Message
70,potest.MyFile_RMTest17Nov2025Smoketest,failed,144816,144.8,2026-02-03 16:57:58,2026-02-03 17:00:23,Chrome,Local,svraj,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='RMComment1']""}
  (Session info: chrome=144.0.7559.110)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.chrome.Ch... (truncated)"
69,potest.MyFile_RMTest17Nov2025Smoketest,failed,173573,173.6,2026-02-03 16:56:06,2026-02-03 16:59:00,Chrome,Local,svraj,"java.net.ConnectException: Failed to connect to localhost/[0:0:0:0:0:0:0:1]:8392
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: driver.version: RemoteWebDriver"
68,potest.MyFile_RMTest17Nov2025Smoketest,failed,240436,240.4,2026-02-03 16:51:34,2026-02-03 16:55:35,Chrome,Local,svraj,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='RMComment']""}
  (Session info: chrome=144.0.7559.110)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.chrome.Chr... (truncated)"
67,potest.MyFile_RMTest17Nov2025Smoketest,failed,144614,144.6,2026-02-03 16:43:45,2026-02-03 16:46:10,Firefox,STAGE,svraj,"Unable to locate element: //*[@id='RMComment1']
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersio... (truncated)"
66,potest.MyFile_RMTest17Nov2025Smoketest,passed,71232,71.2,2026-02-03 16:40:35,2026-02-03 16:41:46,Firefox,STAGE,svraj,
65,potest.MyFile_RMTest17Nov2025Smoketest,passed,69736,69.7,2026-02-03 16:34:25,2026-02-03 16:35:35,Chrome,DEV,svraj,
64,potest.MyFile_RMTest17Nov2025Smoketest,passed,65606,65.6,2026-02-03 16:19:34,2026-02-03 16:20:39,Edge,Local,svraj,
63,potest.MyFile_RMTest17Nov2025Smoketest,passed,64860,64.9,2026-02-03 16:01:21,2026-02-03 16:02:26,Edge,Local,svraj,
62,potest.MyFile_RMTest17Nov2025Smoketest,passed,71766,71.8,2026-02-03 15:53:16,2026-02-03 15:54:28,Edge,Local,svraj,
60,potest.MyFile_RMTest17Nov2025Smoketest,failed,80074,80.1,2026-02-03 15:49:10,2026-02-03 15:50:30,Edge,Local,svraj,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='RMComment1']""}
  (Session info: MicrosoftEdge=144.0.3719.104)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.ed... (truncated)"
58,potest.MyFile_RMTest17Nov2025Smoketest,failed,77883,77.9,2026-02-03 15:35:54,2026-02-03 15:37:12,Edge,Local,svraj,"no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id='RMComment1']""}
  (Session info: MicrosoftEdge=144.0.3719.104)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'RMPC', ip: '192.168.0.6', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '21.0.5'
Driver info: org.openqa.selenium.ed... (truncated)"
56,potest.MyFile_RMTest17Nov2025Smoketest,failed,79143,79.1,2026-02-03 15:25:36,2026-02-03 15:26:55,Edge,Local,svraj,
54,potest.MyFile_RMTest17Nov2025Smoketest,passed,78081,78.1,2026-02-03 15:13:48,2026-02-03 15:15:06,Edge,Local,svraj,
52,potest.MyFile_RMTest17Nov2025Smoketest,passed,77705,77.7,2026-02-03 15:03:14,2026-02-03 15:04:31,Edge,Local,svraj,
50,potest.MyFile_RMTest17Nov2025Smoketest,passed,78053,78.1,2026-02-03 14:58:19,2026-02-03 14:59:37,Edge,Local,svraj,
48,potest.MyFile_RMTest17Nov2025Smoketest,passed,80339,80.3,2026-02-03 14:54:08,2026-02-03 14:55:29,Edge,Local,svraj,
47,potest.MyFile_RMTest17Nov2025Smoketest,passed,78530,78.5,2026-02-03 14:43:27,2026-02-03 14:44:46,Edge,Local,svraj,
45,potest.MyFile_RMTest17Nov2025Smoketest,passed,112026,112.0,2026-02-03 14:39:18,2026-02-03 14:41:10,Edge,Local,svraj,
44,potest.MyFile_RMTest17Nov2025Smoketest,passed,78651,78.7,2026-02-03 14:25:58,2026-02-03 14:27:16,Edge,Local,svraj,
43,potest.MyFile_RMTest17Nov2025Smoketest,passed,77737,77.7,2026-02-03 14:24:02,2026-02-03 14:25:20,Edge,Local,svraj,
42,potest.MyFile_RMTest17Nov2025Smoketest,passed,77803,77.8,2026-02-03 13:56:06,2026-02-03 13:57:24,Edge,Local,svraj,
40,potest.MyFile_RMTest17Nov2025Smoketest,passed,80162,80.2,2026-02-03 13:48:10,2026-02-03 13:49:30,Edge,Local,svraj,
36,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 13:35:13,2026-02-03 23:54:03,Edge,Local,svraj,
35,potest.MyFile_RMTest17Nov2025Smoketest,passed,11584,11.6,2026-02-03 13:35:02,2026-02-03 13:35:13,Edge,Local,svraj,
34,potest.MyFile_RMTest17Nov2025Smoketest,passed,9220,9.2,2026-02-03 13:34:52,2026-02-03 13:35:02,Edge,Local,svraj,
33,potest.MyFile_RMTest17Nov2025Smoketest,passed,34938,34.9,2026-02-03 13:34:18,2026-02-03 13:34:52,Edge,Local,svraj,
32,potest.MyFile_RMTest17Nov2025Smoketest,passed,1838,1.8,2026-02-03 13:34:16,2026-02-03 13:34:17,Edge,Local,svraj,
30,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 13:10:34,2026-02-03 23:54:03,Edge,Local,svraj,
29,potest.MyFile_RMTest17Nov2025Smoketest,passed,11753,11.8,2026-02-03 13:10:22,2026-02-03 13:10:34,Edge,Local,svraj,
28,potest.MyFile_RMTest17Nov2025Smoketest,passed,9107,9.1,2026-02-03 13:10:13,2026-02-03 13:10:22,Edge,Local,svraj,
27,potest.MyFile_RMTest17Nov2025Smoketest,passed,33569,33.6,2026-02-03 13:09:39,2026-02-03 13:10:13,Edge,Local,svraj,
26,potest.MyFile_RMTest17Nov2025Smoketest,passed,1736,1.7,2026-02-03 13:09:37,2026-02-03 13:09:39,Edge,Local,svraj,
24,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 12:57:15,2026-02-03 23:54:03,Edge,Local,svraj,
23,potest.MyFile_RMTest17Nov2025Smoketest,passed,11480,11.5,2026-02-03 12:57:04,2026-02-03 12:57:15,Edge,Local,svraj,
22,potest.MyFile_RMTest17Nov2025Smoketest,passed,9070,9.1,2026-02-03 12:56:54,2026-02-03 12:57:04,Edge,Local,svraj,
21,potest.MyFile_RMTest17Nov2025Smoketest,passed,36068,36.1,2026-02-03 12:56:18,2026-02-03 12:56:54,Edge,Local,svraj,
20,potest.MyFile_RMTest17Nov2025Smoketest,passed,1770,1.8,2026-02-03 12:56:17,2026-02-03 12:56:18,Edge,Local,svraj,
18,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 12:51:25,2026-02-03 23:54:03,Edge,Local,svraj,
17,potest.MyFile_RMTest17Nov2025Smoketest,passed,11902,11.9,2026-02-03 12:51:13,2026-02-03 12:51:25,Edge,Local,svraj,
16,potest.MyFile_RMTest17Nov2025Smoketest,passed,9016,9.0,2026-02-03 12:51:04,2026-02-03 12:51:13,Edge,Local,svraj,
15,potest.MyFile_RMTest17Nov2025Smoketest,passed,33345,33.3,2026-02-03 12:50:31,2026-02-03 12:51:04,Edge,Local,svraj,
14,potest.MyFile_RMTest17Nov2025Smoketest,passed,1606,1.6,2026-02-03 12:50:29,2026-02-03 12:50:31,Edge,Local,svraj,
12,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 12:47:24,2026-02-03 23:54:03,Edge,Local,svraj,
10,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 12:42:15,2026-02-03 23:54:03,Edge,Local,svraj,
9,potest.MyFile_RMTest17Nov2025Smoketest,passed,12004,12.0,2026-02-03 12:42:03,2026-02-03 12:42:15,Edge,Local,svraj,
8,potest.MyFile_RMTest17Nov2025Smoketest,passed,9104,9.1,2026-02-03 12:41:54,2026-02-03 12:42:03,Edge,Local,svraj,
7,potest.MyFile_RMTest17Nov2025Smoketest,passed,38600,38.6,2026-02-03 12:41:15,2026-02-03 12:41:54,Edge,Local,svraj,
6,potest.MyFile_RMTest17Nov2025Smoketest,passed,1864,1.9,2026-02-03 12:41:13,2026-02-03 12:41:15,Edge,Local,svraj,
5,potest.MyFile_RMTest17Nov2025Smoketest,cancelled,0,0.0,2026-02-03 12:28:34,2026-02-03 23:54:03,Edge,Local,svraj,
4,potest.MyFile_RMTest17Nov2025Smoketest,passed,11567,11.6,2026-02-03 12:28:22,2026-02-03 12:28:34,Edge,Local,svraj,
3,potest.MyFile_RMTest17Nov2025Smoketest,passed,8901,8.9,2026-02-03 12:28:13,2026-02-03 12:28:22,Edge,Local,svraj,
2,potest.MyFile_RMTest17Nov2025Smoketest,passed,35405,35.4,2026-02-03 12:27:38,2026-02-03 12:28:13,Edge,Local,svraj,
1,potest.MyFile_RMTest17Nov2025Smoketest,passed,1846,1.8,2026-02-03 12:27:36,2026-02-03 12:27:38,Edge,Local,svraj,
